file,start_time,end_time,KAAM_song,KAAM_call,?_KAAM_song,?,?_KAAM_call
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/155551451.wav,36.0,39.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/155551451.wav,37.5,40.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/155551451.wav,39.0,42.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/155551451.wav,40.5,43.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/155551451.wav,42.0,45.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,0.0,3.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,1.5,4.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,3.0,6.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,4.5,7.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,33.0,36.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,34.5,37.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,36.0,39.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,37.5,40.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,39.0,42.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,40.5,43.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,42.0,45.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,43.5,46.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,45.0,48.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,46.5,49.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,48.0,51.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,49.5,52.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,51.0,54.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,52.5,55.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,54.0,57.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5061.wav,55.5,58.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/155551411.wav,0.0,3.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/155551411.wav,1.5,4.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/155551411.wav,3.0,6.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,0.0,3.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,1.5,4.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,3.0,6.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,4.5,7.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,6.0,9.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,7.5,10.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,9.0,12.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,10.5,13.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,12.0,15.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,13.5,16.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,15.0,18.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,16.5,19.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,18.0,21.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,19.5,22.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,21.0,24.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,22.5,25.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,24.0,27.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,25.5,28.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,27.0,30.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,28.5,31.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,30.0,33.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,31.5,34.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,33.0,36.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,34.5,37.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,36.0,39.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,37.5,40.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,39.0,42.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,40.5,43.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,42.0,45.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,43.5,46.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,45.0,48.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5037.wav,46.5,49.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,0.0,3.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,1.5,4.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,3.0,6.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,4.5,7.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,6.0,9.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,7.5,10.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,9.0,12.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,10.5,13.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,12.0,15.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,13.5,16.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,15.0,18.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,16.5,19.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,18.0,21.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,19.5,22.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,21.0,24.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,22.5,25.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,24.0,27.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,25.5,28.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,27.0,30.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,28.5,31.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,30.0,33.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,31.5,34.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,33.0,36.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,34.5,37.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,36.0,39.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,37.5,40.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,39.0,42.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,40.5,43.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,42.0,45.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,43.5,46.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,45.0,48.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,46.5,49.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,48.0,51.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,49.5,52.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,51.0,54.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,52.5,55.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,54.0,57.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,55.5,58.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,57.0,60.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,58.5,61.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,60.0,63.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,61.5,64.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,63.0,66.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,64.5,67.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,66.0,69.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,67.5,70.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,69.0,72.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,70.5,73.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,72.0,75.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,73.5,76.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,75.0,78.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,76.5,79.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,78.0,81.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,79.5,82.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,81.0,84.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,82.5,85.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,84.0,87.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,85.5,88.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,87.0,90.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,88.5,91.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,90.0,93.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,91.5,94.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,93.0,96.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,94.5,97.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,96.0,99.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,97.5,100.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,99.0,102.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,100.5,103.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,102.0,105.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,103.5,106.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,105.0,108.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,106.5,109.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,108.0,111.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,109.5,112.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,111.0,114.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,112.5,115.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,114.0,117.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,115.5,118.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,117.0,120.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,118.5,121.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,120.0,123.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,121.5,124.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,123.0,126.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,124.5,127.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,126.0,129.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,127.5,130.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,129.0,132.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,130.5,133.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,132.0,135.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,133.5,136.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,135.0,138.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,136.5,139.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,138.0,141.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,139.5,142.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,141.0,144.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,142.5,145.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,144.0,147.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,145.5,148.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,147.0,150.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,148.5,151.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,150.0,153.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,151.5,154.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,153.0,156.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,154.5,157.5,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,156.0,159.0,0,1,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,157.5,160.5,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5832.wav,159.0,162.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,0.0,3.0,0,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,1.5,4.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,3.0,6.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,4.5,7.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,6.0,9.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,7.5,10.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,9.0,12.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,10.5,13.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,12.0,15.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,13.5,16.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,15.0,18.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,16.5,19.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,18.0,21.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,19.5,22.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,21.0,24.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,22.5,25.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,24.0,27.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,25.5,28.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,27.0,30.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,28.5,31.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,30.0,33.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,31.5,34.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,33.0,36.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,34.5,37.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,36.0,39.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,37.5,40.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,39.0,42.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,40.5,43.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,42.0,45.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,43.5,46.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,45.0,48.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,46.5,49.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,48.0,51.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,49.5,52.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,51.0,54.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,52.5,55.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,54.0,57.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,55.5,58.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,57.0,60.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,58.5,61.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,60.0,63.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,61.5,64.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,63.0,66.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,64.5,67.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,66.0,69.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,67.5,70.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,69.0,72.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,70.5,73.5,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,72.0,75.0,1,0,0,0,0
/home/dah238/Kauai-Amakihi (GIT)/Audio/Macaulay Focal Recordings/5079.wav,73.5,76.5,1,0,0,0,0
